school,Sex,RACE,ACT,batball,3flips,widgets,trucks,lilypads,water,giftwrap,Jerry,IQ,3.4K v 3.8K(2),Prestige
Michigan,Male,White,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Male,Asian,29.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,middle
Michigan,Male,White,35.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,middle
Michigan,Female,White,32.0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,middle
Michigan,Female,White,24.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,middle
Michigan,Female,Asian,27.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,middle
Michigan,Male,White,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Male,White,32.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,middle
Michigan,Female,Asian,29.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,middle
Michigan,Male,White,33.0,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,middle
Michigan,Female,White,30.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,middle
Michigan,Male,White,29.0,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,middle
Michigan,Male,Latino,26.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,middle
Michigan,Female,White,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Female,Black,25.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,middle
Michigan,Female,White,29.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,middle
Michigan,Male,White,26.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,middle
Michigan,Female,Asian,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Male,Black,24.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,middle
Michigan,Female,Black,21.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,middle
Michigan,Male,Asian,27.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,middle
Michigan,Male,Other,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,middle
Michigan,Female,White,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Michigan,Male,Asian,32.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,middle
Michigan,Male,Black,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Female,White,28.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,middle
Michigan,Male,White,31.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,middle
Michigan,Female,Other,22.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,middle
Michigan,Male,Asian,27.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,middle
Michigan,Male,White,31.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Michigan,Male,White,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,middle
Michigan,Female,White,29.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,middle
Michigan,Female,Black,28.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,middle
Michigan,Female,White,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Michigan,Male,White,26.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,middle
Michigan,Female,Latino,26.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,middle
Michigan,Female,White,26.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,middle
Michigan,Female,White,32.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,middle
Michigan,Female,Asian,36.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Michigan,Male,Latino,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Female,Black,22.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,middle
Michigan,Female,Black,34.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,middle
Michigan,Female,White,33.0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,middle
Michigan,Male,White,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Female,Black,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Female,White,34.0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,middle
Michigan,Female,White,33.0,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,middle
Michigan,Male,White,31.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,middle
Michigan,Male,White,31.0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,middle
Michigan,Female,White,26.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,middle
Michigan,Female,Latino,27.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,middle
Michigan,Male,Other,28.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,middle
Michigan,Female,White,30.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,middle
Michigan,Male,White,27.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,middle
Michigan,Male,White,28.0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,middle
Michigan,Female,Asian,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Male,White,26.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Michigan,Female,White,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Michigan,Male,White,31.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,middle
Michigan,Male,White,29.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,middle
Michigan,Male,White,27.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,middle
Michigan,Male,White,28.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,middle
Michigan,Female,Asian,25.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,middle
Michigan,Female,White,24.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,middle
Michigan,Female,Latino,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Male,White,29.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,middle
Michigan,Female,White,30.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,middle
Michigan,Female,White,31.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,middle
Michigan,Male,White,28.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,middle
Michigan,Female,Asian,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Male,Black,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,middle
Michigan,Male,White,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Michigan,Female,White,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Male,Asian,32.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,middle
Michigan,Male,White,32.0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,middle
Michigan,Female,White,29.0,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,middle
Michigan,Female,White,30.0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,middle
Michigan,Female,Black,28.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Female,White,29.0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,middle
Michigan,Female,White,30.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,middle
Michigan,Male,White,30.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,middle
Michigan,Female,White,33.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,middle
Michigan,Male,White,32.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,middle
Michigan,Male,White,29.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,middle
Michigan,Male,Asian,35.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,middle
Michigan,Female,White,30.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,middle
Michigan,Male,White,32.0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,middle
Bowling Green,Male,White,26.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,middle
Bowling Green,Male,Black,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Bowling Green,Female,White,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,middle
Bowling Green,Male,White,23.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,middle
Bowling Green,Male,White,21.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,middle
Bowling Green,Male,White,22.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,middle
Bowling Green,Female,Other,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Bowling Green,Female,White,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Bowling Green,Male,White,27.0,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,middle
Bowling Green,Male,White,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Bowling Green,Female,White,23.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,middle
Bowling Green,Male,White,31.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,middle
Bowling Green,Female,White,23.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,middle
Bowling Green,Male,White,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,middle
Bowling Green,Male,White,22.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,middle
Bowling Green,Female,Other,24.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,middle
Bowling Green,Male,White,31.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,middle
Bowling Green,Female,Black,19.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,middle
Bowling Green,Female,White,29.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Bowling Green,Female,Latino,24.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,middle
Bowling Green,Male,White,28.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,middle
Bowling Green,Female,White,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Bowling Green,Male,White,27.0,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,middle
Bowling Green,Male,White,20.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,middle
Bowling Green,Male,White,23.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,middle
Bowling Green,Female,White,30.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,middle
Bowling Green,Female,White,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Bowling Green,Female,White,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Bowling Green,Male,White,27.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,middle
Bowling Green,Male,White,30.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,middle
Bowling Green,Male,White,18.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,middle
Bowling Green,Male,White,21.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,middle
Bowling Green,Female,White,26.0,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,middle
Bowling Green,Female,White,21.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,middle
Bowling Green,Male,White,19.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,middle
Bowling Green,Male,White,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Bowling Green,Male,White,18.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,middle
Bowling Green,Male,White,29.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,middle
Michigan,Female,Other,28.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,middle
Michigan,Female,White,33.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,middle
Michigan,Female,Black,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Michigan,Female,Other,29.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,middle
Michigan,Male,White,31.0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,middle
Michigan,Male,White,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Michigan,Male,Other,32.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,middle
Michigan,Female,Black,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Male,Asian,30.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,middle
Michigan,Male,Asian,31.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Michigan,Female,White,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Michigan,Female,Other,27.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,middle
Michigan,Male,Black,27.0,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,middle
Michigan,Male,White,34.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Michigan,Female,White,27.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,middle
Michigan,Male,White,30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,middle
Michigan,Male,White,26.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,middle
Michigan,Female,White,29.0,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,middle
Michigan,Female,White,26.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,middle
Michigan,Female,White,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Female,White,31.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,middle
Michigan,Male,Asian,35.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,middle
Michigan,Male,Asian,28.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Michigan,Female,White,31.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,middle
Michigan,Female,Black,32.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,middle
Michigan,Female,Black,29.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,middle
Michigan,Female,White,29.0,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,middle
Michigan,Male,White,32.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Michigan,Male,White,22.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,middle
Michigan,Female,White,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middle
Michigan,Female,Black,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,middle
Michigan,Male,Latino,30.0,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,middle
Michigan,Male,White,33.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,middle
Michigan,Female,Latino,27.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,middle
Michigan,Female,Black,26.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,middle
Michigan,Female,White,32.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,middle
Michigan,Male,Black,25.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,middle
Michigan,Female,Black,26.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,middle
Michigan,Male,White,33.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,middle
Michigan,Male,Asian,28.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,middle
Michigan,Female,Black,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle
Michigan,Female,Other,24.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,middle
Michigan,Female,White,29.0,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,middle
Michigan,Female,White,30.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,middle
Michigan,Female,White,31.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,middle
Michigan,Male,White,31.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,middle
